1	33
2	39
3	47
4	59
5	59
6	61
7	94
8	121
9	124
10	128
11	136
12	145
13	149
14	150
15	154
16	155
17	211
18	212
19	337
20	341
21	375
22	416
23	425
24	426
25	427
26	462
27	468
28	472
29	495
30	507
31	514
32	587
33	590
34	772
35	774
36	788
37	819
38	830
39	831
40	837
41	838
42	839
43	849
44	849
45	855
46	857
47	936
48	939
49	942
50	945
51	953
52	973
53	974
54	977
55	986
56	989
57	985
58	990
59	993
60	996
61	998
62	1063
63	1065
64	1065
65	1068
66	1094
67	1100
68	1101
69	1102
70	1108
71	1110
72	1111
73	1140
74	1141
75	1140
76	1144
77	1141
78	1152
79	1153
80	1157
81	1187
82	1192
83	1192
84	1194
85	1195
86	1203
87	1222
88	1261
89	1268
90	1268
91	1279
92	1279
93	1282
94	1285
95	1283
96	1283
97	1279
98	1272
99	1234
100	1244
101	1237
102	1236
103	1243
104	1250
105	1302
106	1294
107	1296
108	1294
109	1295
110	1295
111	1276
112	1303
113	1303
114	1304
115	1300
116	1297
117	1299
118	1291
119	1291
120	1310
121	1282
122	1285
123	1285
124	1286
125	1286
126	1285
127	1294
128	1287
129	1252
130	1248
131	1243
132	1246
133	1236
134	1243
135	1244
136	1226
137	1226
138	1225
139	1225
140	1219
141	1219
142	1219
143	1211
144	1175
145	1166
146	1163
147	1163
148	1161
149	1163
150	1164
151	1146
152	1141
153	1139
154	1141
155	1114
156	1112
157	1100
158	1052
159	1052
160	1035
161	1033
162	1030
163	1024
164	1026
165	1025
166	1026
167	1020
168	1007
169	987
170	935
171	941
172	946
173	906
174	905
175	867
176	872
177	862
178	857
179	863
180	872
181	885
182	921
183	948
184	956
185	955
186	963
187	965
188	987
189	997
190	1009
191	1034
192	1037
193	1055
194	1096
195	1097
196	1136
197	1150
198	1156
199	1163
200	1163
201	1179
202	1195
203	1204
204	1214
205	1117
206	1137
207	1152
208	1164
209	1283
210	1293
211	1341
212	1345
213	1356
214	1371
215	1383
216	1431
217	1445
218	1487
219	1481
220	1407
221	1412
222	1435
223	1438
224	1550
225	1593
226	1680
227	1696
228	1684
229	1679
230	1649
231	1650
232	1651
233	1647
234	1645
235	1618
236	1615
237	1591
238	1588
239	1575
240	1579
241	1570
242	1576
243	1556
244	1557
245	1524
246	1508
247	1507
248	1505
249	1503
250	1484
251	1481
252	1469
253	1466
254	1459
255	1455
256	1450
257	1455
258	1448
259	1449
260	1448
261	1444
262	1443
263	1409
264	1396
265	1386
266	1370
267	1374
268	1337
269	1335
270	1332
271	1332
272	1334
273	1311
274	1285
275	1271
276	1265
277	1263
278	1246
279	1242
280	1239
281	1236
282	1232
283	1229
284	1227
285	1225
286	1225
287	1225
288	1214
289	1184
290	1182
291	1180
292	1184
293	1184
294	1225
295	1267
296	1267
297	1271
298	1271
299	1277
300	1278
301	1288
302	1291
303	1295
304	1294
305	1300
306	1300
307	1310
308	1305
309	1302
310	1302
311	1301
312	1289
313	1289
314	1305
315	1306
316	1320
317	1332
318	1332
319	1327
320	1330
321	1328
322	1326
323	1319
324	1312
325	1310
326	1280
327	1276
328	1284
329	1288
330	1272
331	1298
332	1319
333	1245
334	1246
335	1245
336	1246
337	1250
338	1253
339	1321
340	1318
341	1304
342	1315
343	1327
344	1334
345	1333
346	1356
347	1366
348	1289
349	1289
350	1290
351	1294
352	1297
353	1301
354	1373
355	1368
356	1368
357	1377
358	1379
359	1380
360	1382
361	1384
362	1379
363	1380
364	1374
365	1378
366	1379
367	1380
368	1377
369	1373
370	1381
371	1375
372	1379
373	1373
374	1373
375	1377
376	1378
377	1380
378	1375
379	1373
380	1373
381	1371
382	1371
383	1351
384	1344
385	1352
386	1344
387	1345
388	1318
389	1326
390	1321
391	1321
392	1324
393	1318
394	1330
395	1329
396	1332
397	1332
398	1316
399	1315
400	1311
401	1311
402	1312
403	1285
404	1287
405	1260
406	1248
407	1245
408	1220
409	1228
410	1221
411	1224
412	1215
413	1193
414	1195
415	1194
416	1186
417	1179
418	1143
419	1087
420	1087
421	1073
422	1067
423	1058
424	1069
425	1065
426	1059
427	1052
428	1039
429	1039
430	1037
431	1037
432	1011
433	981
434	961
435	959
436	958
437	958
438	935
439	943
440	947
441	947
442	943
443	920
444	907
445	908
446	903
447	895
448	860
449	861
450	857
451	828
452	817
453	762
454	766
455	770
456	765
457	760
458	712
459	710
460	714
461	718
462	730
463	707
464	830
465	833
466	832
467	832
468	818
469	936
470	938
471	940
472	940
473	930
474	1033
475	1087
476	1084
477	1126
478	1119
479	1589
480	1608
481	1613
482	1621
483	1633
484	2123
485	2122
486	2137
487	2141
488	2141
489	2441
490	2537
491	2513
492	2520
493	2512
494	2607
495	2610
496	2725
497	2786
498	2787
499	2807
500	2826
501	2841
502	2882
503	2871
504	2898
505	2929
506	2970
507	3006
508	3000
509	3066
510	3040
511	3296
512	3427
513	3435
514	3479
515	3543
516	3646
517	3769
518	3771
519	3820
520	3814
521	3838
522	3846
523	3864
524	3909
525	3906
526	3943
527	3958
528	3959
529	4051
530	4007
531	4450
532	4449
533	4451
534	4501
535	4479
536	4543
537	4566
538	4609
539	4621
540	4600
541	4797
542	4801
543	4834
544	4845
545	4854
546	5155
547	5294
548	5322
549	5344
550	5375
551	5467
552	5541
553	5555
554	5599
555	5553
556	5609
557	5623
558	5630
559	5709
560	5747
561	7583
562	7898
563	8048
564	8082
565	8251
566	8310
567	8345
568	8390
569	8439
570	8612
571	8945
572	8954
573	9027
574	9033
575	9084
576	9118
577	9093
578	9157
579	9173
580	9251
581	9396
582	9497
583	9798
584	9842
585	9992
586	10111
587	10146
588	10339
589	10353
590	10356
591	10358
592	10372
593	10408
594	10448
595	10470
596	10575
597	10620
598	11449
599	11450
600	11400
601	11437
602	11625
603	11772
604	12074
605	12100
606	12396
607	12406
608	12444
609	12455
610	12474
611	12641
612	12736
613	12890
614	12898
615	12844
616	13215
617	13932
618	13993
619	15208
620	15262
621	16064
622	16054
623	16095
624	16116
625	16324
626	16362
627	16428
628	16437
629	16632
630	16723
631	18008
632	18019
633	18217
634	18220
635	18285
636	18516
637	18555
638	18554
639	18601
640	18773
641	18872
642	19050
643	19116
644	18904
645	19050
646	19016
647	19034
648	19023
649	19197
650	19679
651	19925
652	19954
653	19988
654	20023
655	20052
656	20128
657	20090
658	20032
659	19633
660	19707
661	19685
662	19689
663	19892
664	20550
665	21735
666	22224
667	22515
668	22672
669	22652
670	22717
671	22702
672	22710
673	22646
674	22479
675	22543
676	22559
677	22692
678	23254
679	23396
680	24060
681	24710
682	24745
683	24857
684	24864
685	25275
686	25350
687	25761
688	25756
689	25835
690	25952
691	25948
692	26237
693	26250
694	26305
695	26445
696	26546
697	26600
698	26641
699	26770
700	26815
701	26894
702	26916
703	26922
704	27034
705	27085
706	27177
707	27288
708	27293
709	27412
710	27331
711	27311
712	27223
713	27191
714	27018
715	27034
716	27112
717	27118
718	27322
719	27318
720	27096
721	27178
722	27186
723	27155
724	27146
725	26915
726	26920
727	26937
728	26933
729	26959
730	26946
731	27112
732	27107
733	27436
734	27441
735	27587
736	27662
737	27747
738	27811
739	27863
740	27971
741	27993
742	27990
743	28054
744	28082
745	27912
746	27840
747	27605
748	27482
749	28458
750	28490
751	28613
752	28608
753	28640
754	28653
755	28724
756	28767
757	28761
758	28848
759	29017
760	28880
761	28823
762	28798
763	28690
764	28716
765	28695
766	28584
767	28698
768	28830
769	28791
770	29422
771	29491
772	29537
773	29470
774	29604
775	29622
776	29495
777	29503
778	29427
779	29489
780	29567
781	29574
782	29567
783	29855
784	29854
785	29853
786	29827
787	29836
788	29811
789	30040
790	30107
791	30126
792	30139
793	30288
794	30418
795	30319
796	30255
797	28881
798	28763
799	28608
800	28565
801	28757
802	28445
803	28406
804	28485
805	28503
806	28362
807	28372
808	28622
809	28661
810	28670
811	28662
812	28519
813	28522
814	28466
815	28450
816	28479
817	27657
818	27601
819	27518
820	27545
821	27476
822	27041
823	27779
824	27810
825	28034
826	28040
827	28027
828	28206
829	28245
830	28031
831	27964
832	27395
833	27447
834	27042
835	26890
836	26865
837	26683
838	27183
839	27215
840	27221
841	27199
842	27154
843	27481
844	27597
845	27697
846	27663
847	27492
848	27389
849	27371
850	27610
851	27525
852	27556
853	27181
854	27027
855	26398
856	25919
857	25757
858	25731
859	25753
860	25724
861	25563
862	24810
863	24779
864	24305
865	24222
866	24126
867	24004
868	23808
869	23843
870	23667
871	23696
872	23508
873	23577
874	23698
875	23792
876	23733
877	23327
878	23300
879	23266
880	23045
881	22935
882	23441
883	23463
884	23347
885	23444
886	23442
887	23409
888	23753
889	23750
890	24079
891	24015
892	24189
893	24267
894	24235
895	24164
896	24125
897	24213
898	24156
899	23897
900	23959
901	23545
902	23146
903	22982
904	22968
905	23100
906	23143
907	23493
908	23509
909	23492
910	23486
911	23520
912	23513
913	23479
914	23517
915	23529
916	23068
917	22591
918	22050
919	21916
920	21943
921	22332
922	22467
923	22362
924	22377
925	22562
926	22508
927	22466
928	22418
929	22370
930	22373
931	22252
932	22077
933	21771
934	21706
935	21701
936	21513
937	21489
938	22388
939	22491
940	23006
941	22945
942	23033
943	22831
944	23325
945	23377
946	23332
947	23406
948	23370
949	23596
950	23579
951	23556
952	23580
953	23660
954	23844
955	23860
956	24063
957	24656
958	24597
959	24633
960	24843
961	24794
962	24839
963	24850
964	25159
965	25116
966	25102
967	24891
968	24773
969	24708
970	24710
971	24617
972	24364
973	24412
974	24520
975	24379
976	24313
977	24324
978	24383
979	24458
980	24455
981	24530
982	24662
983	24753
984	23094
985	23088
986	23077
987	23015
988	23034
989	23410
990	23833
991	23904
992	23998
993	24293
994	24232
995	24000
996	24147
997	24228
998	24249
999	23504
1000	23366
1001	23472
1002	23406
1003	23380
1004	23797
1005	24344
1006	24087
1007	24035
1008	24033
1009	24027
1010	23941
1011	24280
1012	24414
1013	24414
1014	24402
1015	24170
1016	24325
1017	23760
1018	24092
1019	24055
1020	24362
1021	24462
1022	24258
1023	24420
1024	24444
1025	24459
1026	25221
1027	25586
1028	25408
1029	25423
1030	24811
1031	24848
1032	24583
1033	24815
1034	24940
1035	24654
1036	25029
1037	24940
1038	25649
1039	25748
1040	25697
1041	26758
1042	26737
1043	26705
1044	26865
1045	26660
1046	26802
1047	27178
1048	27708
1049	28068
1050	28377
1051	28758
1052	28682
1053	28642
