1	23
2	38
3	49
4	60
5	65
6	67
7	96
8	117
9	119
10	120
11	128
12	134
13	136
14	136
15	140
16	140
17	190
18	193
19	310
20	318
21	352
22	392
23	401
24	403
25	404
26	441
27	446
28	450
29	468
30	482
31	491
32	567
33	570
34	750
35	752
36	770
37	795
38	807
39	812
40	818
41	824
42	825
43	836
44	835
45	844
46	846
47	926
48	929
49	933
50	937
51	941
52	964
53	967
54	969
55	978
56	984
57	982
58	985
59	988
60	989
61	995
62	1064
63	1065
64	1067
65	1070
66	1094
67	1100
68	1101
69	1099
70	1105
71	1111
72	1108
73	1132
74	1138
75	1135
76	1139
77	1136
78	1147
79	1147
80	1145
81	1179
82	1184
83	1187
84	1188
85	1188
86	1194
87	1215
88	1256
89	1263
90	1265
91	1270
92	1275
93	1280
94	1281
95	1279
96	1276
97	1274
98	1268
99	1226
100	1231
101	1223
102	1222
103	1234
104	1241
105	1295
106	1280
107	1281
108	1281
109	1284
110	1284
111	1269
112	1293
113	1293
114	1294
115	1289
116	1287
117	1291
118	1282
119	1284
120	1302
121	1272
122	1276
123	1276
124	1278
125	1279
126	1277
127	1287
128	1276
129	1237
130	1233
131	1227
132	1229
133	1217
134	1223
135	1224
136	1205
137	1203
138	1203
139	1205
140	1199
141	1199
142	1199
143	1190
144	1153
145	1145
146	1139
147	1139
148	1137
149	1140
150	1140
151	1123
152	1118
153	1116
154	1118
155	1089
156	1087
157	1076
158	1025
159	1024
160	1003
161	1001
162	997
163	990
164	992
165	990
166	991
167	984
168	969
169	948
170	895
171	901
172	903
173	860
174	857
175	814
176	819
177	811
178	806
179	812
180	818
181	831
182	859
183	894
184	899
185	900
186	908
187	911
188	935
189	942
190	953
191	980
192	985
193	1003
194	1049
195	1051
196	1096
197	1109
198	1119
199	1125
200	1123
201	1138
202	1148
203	1158
204	1164
205	1069
206	1089
207	1095
208	1102
209	1224
210	1237
211	1284
212	1287
213	1303
214	1321
215	1335
216	1380
217	1388
218	1431
219	1426
220	1365
221	1377
222	1383
223	1406
224	1541
225	1585
226	1671
227	1682
228	1672
229	1666
230	1636
231	1636
232	1637
233	1627
234	1626
235	1594
236	1591
237	1562
238	1559
239	1548
240	1553
241	1540
242	1544
243	1522
244	1524
245	1495
246	1480
247	1478
248	1476
249	1476
250	1462
251	1458
252	1443
253	1440
254	1436
255	1431
256	1428
257	1432
258	1426
259	1428
260	1427
261	1424
262	1422
263	1391
264	1374
265	1365
266	1349
267	1345
268	1317
269	1314
270	1311
271	1311
272	1309
273	1287
274	1262
275	1249
276	1245
277	1246
278	1229
279	1225
280	1222
281	1217
282	1212
283	1209
284	1205
285	1203
286	1203
287	1200
288	1190
289	1162
290	1157
291	1154
292	1156
293	1157
294	1196
295	1232
296	1240
297	1247
298	1249
299	1254
300	1254
301	1262
302	1266
303	1273
304	1274
305	1280
306	1281
307	1292
308	1289
309	1287
310	1288
311	1288
312	1276
313	1275
314	1291
315	1294
316	1306
317	1322
318	1325
319	1323
320	1329
321	1328
322	1327
323	1319
324	1319
325	1318
326	1292
327	1288
328	1295
329	1297
330	1286
331	1309
332	1330
333	1254
334	1255
335	1257
336	1257
337	1259
338	1260
339	1328
340	1327
341	1317
342	1328
343	1341
344	1346
345	1345
346	1372
347	1381
348	1312
349	1313
350	1312
351	1318
352	1321
353	1326
354	1404
355	1399
356	1401
357	1412
358	1415
359	1418
360	1427
361	1430
362	1425
363	1425
364	1417
365	1422
366	1425
367	1427
368	1425
369	1418
370	1426
371	1422
372	1425
373	1417
374	1415
375	1419
376	1417
377	1419
378	1415
379	1410
380	1409
381	1408
382	1408
383	1384
384	1382
385	1392
386	1383
387	1384
388	1348
389	1358
390	1347
391	1349
392	1350
393	1346
394	1358
395	1354
396	1355
397	1356
398	1344
399	1343
400	1342
401	1342
402	1344
403	1317
404	1321
405	1293
406	1280
407	1278
408	1248
409	1257
410	1250
411	1248
412	1241
413	1230
414	1232
415	1232
416	1221
417	1212
418	1171
419	1119
420	1120
421	1108
422	1098
423	1090
424	1100
425	1097
426	1092
427	1085
428	1069
429	1070
430	1069
431	1069
432	1046
433	1004
434	983
435	983
436	981
437	982
438	959
439	968
440	972
441	971
442	966
443	942
444	931
445	933
446	924
447	912
448	880
449	882
450	876
451	849
452	837
453	785
454	788
455	792
456	792
457	788
458	738
459	738
460	742
461	745
462	753
463	735
464	858
465	863
466	861
467	862
468	849
469	958
470	963
471	965
472	966
473	954
474	1050
